   PrimaryIndex TWOTIM@UNKNOWN; TVD@UNKNOWN;3 [   
                3 [A100674]     A100672]          
       Unitless              ms               m   
       660.0000       980.66486      1052.58398 
       661.0000       980.78271      1052.73645 
       662.0000       980.90253      1052.88879 
       663.0000       981.02441      1053.04126 
       664.0000       981.14856      1053.19360 
       665.0000       981.27484      1053.34595 
       666.0000       981.40308      1053.49841 
       667.0000       981.53314      1053.65076 
       668.0000       981.66504      1053.80322 
       669.0000       981.79785      1053.95557 
       670.0000       981.93219      1054.10803 
       671.0000       982.06836      1054.26038 
       672.0000       982.20697      1054.41284 
       673.0000       982.34821      1054.56519 
       674.0000       982.49164      1054.71765 
       675.0000       982.63647      1054.87000 
       676.0000       982.78149      1055.02246 
       677.0000       982.92535      1055.17480 
       678.0000       983.06805      1055.32715 
       679.0000       983.20996      1055.47961 
       680.0000       983.35242      1055.63196 
       681.0000       983.49524      1055.78442 
       682.0000       983.63727      1055.93677 
       683.0000       983.77570      1056.08923 
       684.0000       983.90936      1056.24158 
       685.0000       984.03986      1056.39404 
       686.0000       984.16949      1056.54639 
       687.0000       984.29999      1056.69885 
       688.0000       984.43030      1056.85120 
       689.0000       984.55878      1057.00366 
       690.0000       984.68616      1057.15601 
       691.0000       984.81683      1057.30835 
       692.0000       984.95367      1057.46082 
       693.0000       985.09564      1057.61316 
       694.0000       985.23724      1057.76562 
       695.0000       985.37549      1057.91797 
       696.0000       985.51111      1058.07043 
       697.0000       985.64771      1058.22278 
       698.0000       985.78943      1058.37524 
       699.0000       985.93433      1058.52759 
       700.0000       986.07532      1058.68005 
       701.0000       986.20728      1058.83240 
       702.0000       986.32794      1058.98474 
       703.0000       986.44263      1059.13721 
       704.0000       986.56116      1059.28955 
       705.0000       986.68903      1059.44202 
       706.0000       986.82690      1059.59436 
       707.0000       986.97076      1059.74683 
       708.0000       987.11359      1059.89917 
       709.0000       987.25085      1060.05164 
       710.0000       987.38220      1060.20398 
       711.0000       987.51025      1060.35645 
       712.0000       987.63953      1060.50879 
       713.0000       987.77283      1060.66125 
       714.0000       987.91095      1060.81360 
       715.0000       988.05060      1060.96594 
       716.0000       988.18756      1061.11841 
       717.0000       988.32068      1061.27075 
       718.0000       988.44897      1061.42322 
       719.0000       988.57196      1061.57556 
       720.0000       988.69025      1061.72803 
       721.0000       988.80493      1061.88037 
       722.0000       988.91895      1062.03284 
       723.0000       989.03601      1062.18518 
       724.0000       989.15826      1062.33765 
       725.0000       989.28198      1062.48999 
       726.0000       989.40289      1062.64246 
       727.0000       989.52094      1062.79480 
       728.0000       989.63684      1062.94714 
       729.0000       989.75244      1063.09961 
       730.0000       989.87354      1063.25195 
       731.0000       990.00195      1063.40442 
       732.0000       990.13873      1063.55676 
       733.0000       990.28467      1063.70923 
       734.0000       990.43536      1063.86157 
       735.0000       990.58533      1064.01404 
       736.0000       990.73328      1064.16638 
       737.0000       990.88000      1064.31885 
       738.0000       991.02655      1064.47119 
       739.0000       991.17297      1064.62366 
       740.0000       991.31720      1064.77600 
